200,true,276
200,true,222
200,true,81
200,true,156
200,true,40
200,true,40
200,true,97
200,true,39
200,true,39
200,true,56
200,true,39
200,true,116
200,true,133
200,true,78
200,true,40
200,true,42
200,true,81
200,true,80
200,true,54
200,true,40
200,true,80
200,true,79
200,true,80
200,true,41
200,true,202
200,true,198
200,true,157
200,true,118
200,true,39
200,true,121
200,true,81
200,true,40
200,true,40
200,true,81
200,true,79
200,true,42
200,true,81
200,true,41
200,true,41
200,true,40
200,true,121
200,true,200
200,true,40
200,true,39
200,true,166
200,true,120
200,true,80
200,true,48
200,true,96
200,true,44
200,true,48
200,true,77
200,true,80
200,true,40
200,true,39
200,true,82
200,true,81
200,true,43
200,true,122
200,true,45
200,true,46
200,true,41
200,true,43
200,true,40
200,true,41
200,true,68
200,true,83
200,true,617
200,true,81
200,true,40
200,true,560
200,true,81
200,true,39
200,true,95
200,true,228
200,true,145
200,true,124
200,true,42
200,true,41
200,true,43
200,true,44
200,true,42
200,true,80
200,true,83
200,true,41
200,true,56
200,true,45
200,true,43
200,true,135
200,true,45
200,true,168
200,true,65
200,true,93
200,true,97
200,true,41
200,true,90
200,true,67
200,true,69
200,true,69
200,true,41
200,true,66
200,true,81
200,true,41
200,true,48
200,true,40
200,true,56
200,true,51
200,true,48
200,true,56
200,true,69
200,true,47
200,true,89
200,true,110
200,true,65
200,true,68
200,true,60
200,true,69
200,true,137
200,true,131
200,true,132
200,true,140
200,true,69
200,true,91
200,true,45
200,true,45
200,true,137
200,true,50
200,true,136
200,true,68
200,true,135
200,true,82
200,true,83
200,true,81
200,true,95
200,true,42
200,true,136
200,true,91
200,true,94
200,true,136
200,true,44
200,true,130
200,true,270
200,true,47
200,true,136
200,true,81
200,true,272
200,true,136
200,true,52
200,true,41
200,true,251
200,true,68
200,true,169
200,true,68
200,true,68
200,true,42
200,true,67
200,true,69
200,true,87
200,true,100
200,true,68
200,true,122
200,true,68
200,true,46
200,true,41
200,true,83
200,true,68
200,true,67
200,true,68
200,true,87
200,true,1508
200,true,83
200,true,68
200,true,69
200,true,46
200,true,69
200,true,1484
200,true,271
200,true,254
200,true,93
200,true,133
200,true,97
200,true,135
200,true,68
200,true,67
200,true,65
200,true,135
200,true,68
200,true,135
200,true,68
200,true,69
200,true,68
200,true,57
200,true,265
200,true,69
200,true,68
200,true,50
200,true,126
200,true,153
200,true,268
200,true,50
200,true,137
200,true,68
200,true,64
200,true,75
200,true,204
200,true,62
200,true,122
200,true,74
200,true,67
200,true,201
200,true,83
200,true,68
200,true,49
200,true,42
200,true,53
200,true,93
200,true,136
200,true,40
200,true,240
200,true,42
200,true,67
200,true,41
200,true,44
200,true,56
200,true,202
200,true,79
200,true,69
200,true,61
200,true,135
200,true,68
200,true,67
200,true,39
200,true,67
200,true,81
200,true,68
200,true,67
200,true,67
200,true,66
200,true,56
200,true,245
200,true,52
200,true,171
200,true,41
200,true,67
200,true,40
200,true,68
200,true,42
200,true,47
200,true,46
200,true,80
200,true,133
200,true,39
200,true,38
200,true,134
200,true,45
